NMML #,FAMILY,GENUS,SPECIES,SUBSPECIES,COLLECTION DATE,COUNTRY,STATE,ISLAND GRP,LOCATION,OCEAN,SEA,OTHER,LAT,N/S,LONG,E/W,COLLECTOR 1,Other COLLECTORS,COLLECTOR #,SOURCE,DATE Cataloged,SEX,AGE,TLength Fld,TLength Lab,WEIGHT (Kg),SpecimenType,OCCUR,SpecimenCondition,SpecimenDisposition,SpecimenLocation,Availability,AdditionalDATA,DATALOC1,DATALOC2,REMARKS
NMML0629,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,179,US Fish & Wildlife,26-May-82,F,7,124,,(36.4)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 80 lbs.
NMML0630,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,185,US Fish & Wildlife,26-May-82,F,8,134,,(40.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 90 lbs.
NMML0631,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,186,US Fish & Wildlife,26-May-82,F,6,125,,(31.8)*,G,1,1,,Museum,,n,series files,,See NMML0609.  Pregnant.  Weight converted from 70 lbs.
NMML0632,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,187,US Fish & Wildlife,26-May-82,F,7,130,,(34.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 76 lbs.
NMML0633,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,196,USFW,26-May-82,F,6,133,,(50.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 111 lbs.
NMML0634,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,197,US Fish & Wildlife,26-May-82,F,9,127,,(46.4)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 102 lbs.
NMML0635,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,201,US Fish & Wildlife,26-May-82,F,5,118,,(28.2)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 62 lbs.
NMML0636,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,202,US Fish & Wildlife,26-May-82,F,6,127,,(34.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 76 lbs.
NMML0637,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,207,US Fish & Wildlife,26-May-82,F,6,124,,(34.1)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 75 lbs.
NMML0638,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,208,US Fish & Wildlife,26-May-82,F,5,133,,(35.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 79 lbs.
NMML0639,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,219,US Fish & Wildlife,26-May-82,F,6,122,,(31.4)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 69 lbs.
NMML0640,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,223,US Fish & Wildlife,26-May-82,F,,,,,G,1,1,,Museum,,y,series files,,See NMML0609.
NMML0641,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,241,US Fish & Wildlife,26-May-82,F,5,126,,(40.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 90 lbs.
NMML0642,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,243,US Fish & Wildlife,26-May-82,F,7,126,,(35.0)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 77 lbs.
NMML0643,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,252,US Fish & Wildlife,26-May-82,F,5,126,,(27.3)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 60 lbs.
NMML0644,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,321,US Fish & Wildlife,26-May-82,F,6,135,,(36.8)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 81 lbs.
NMML0645,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,326,US Fish & Wildlife,26-May-82,F,8,132,,(41.8)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 92 lbs.
NMML0646,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,327,US Fish & Wildlife,26-May-82,F,5,125,,(31.4)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 69 lbs.
NMML0647,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,329,US Fish & Wildlife,26-May-82,F,7,129,,(52.3)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 115 lbs.
NMML0648,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,331,US Fish & Wildlife,26-May-82,F,6,125,,(34.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 76 lbs.
NMML0649,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,343,US Fish & Wildlife,26-May-82,F,8,118,,(25.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 56 lbs.
NMML0650,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,353,US Fish & Wildlife,26-May-82,F,7,127,,(30.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 68 lbs.
NMML0651,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,360,USFW,26-May-82,F,10+,128,,(37.3)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 82 lbs.
NMML0652,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,411,US Fish & Wildlife,26-May-82,F,6,125,,(35.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 78 lbs.
NMML0653,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,466,US Fish & Wildlife,26-May-82,F,5,125,,(30.0)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 66 lbs.
NMML0654,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,475,US Fish & Wildlife,26-May-82,F,5,132,,(35.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 79 lbs.
NMML0655,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,486,US Fish & Wildlife,26-May-82,F,8,130,,(35.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 79 lbs.
NMML0656,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,488,US Fish & Wildlife,26-May-82,F,6,124,,(28.2)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 62 lbs.
NMML0657,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,489,US Fish & Wildlife,26-May-82,F,6,115,,(25.5)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 56 lbs.
NMML0658,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,490,US Fish & Wildlife,26-May-82,F,5,120,,(29.1)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 64 lbs.
NMML0659,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,493,US Fish & Wildlife,26-May-82,,,,,,G,1,1,,Museum,,y,series files,,See NMML0609.
NMML0660,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,496,US Fish & Wildlife,26-May-82,F,5,115,,(26.4)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 58 lbs.
NMML0661,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,497,US Fish & Wildlife,26-May-82,F,10+,126,,(35.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 79 lbs.
NMML0662,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,498,US Fish & Wildlife,26-May-82,F,6,118,,(26.8)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 59 lbs.
NMML0663,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,500,US Fish & Wildlife,26-May-82,F,7,127,,(32.3)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 71 lbs.
NMML0664,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,503,US Fish & Wildlife,26-May-82,F,5,119,,(25.9)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 57 lbs.
NMML0665,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,505,US Fish & Wildlife,26-May-82,F,6,121,,(27.7)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 61 lbs.
NMML0666,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,507,US Fish & Wildlife,26-May-82,F,5,132,,(37.3)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 82 lbs.
NMML0667,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,512,US Fish & Wildlife,26 MAY 1192,F,6,119,,(26.8)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 59 lbs.
NMML0668,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,515,US Fish & Wildlife,26-May-82,F,5,119,,(30.0)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 66 lbs.  Skull disarticulated.
NMML0669,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,547,US Fish & Wildlife,26-May-82,F,4,117,,(28.6)*,G,1,1,,Museum,,y,series files,,See NMML0609. Weight converted from 63 lbs.
NMML0670,Otariidae,Callorhinus,ursinus,,1953 *,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Wilke, F.",,637,US Fish & Wildlife,26-May-82,F,4,119,,(22.7)*,G,1,1,,Museum,,y,series files,,See NMML0609.  Pregnant.  Weight converted from 50 lbs.
NMML0671,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,59,Pelagic Invest.,10-Jun-82,F,6,125.5,,,G,1,1,,Museum,,y,spec files,,"NMML0671-0756 and NMML0574 and NMML0575 were collected in 1952 in coastal waters off Japan.  Joint fur seal investigations sponsored by Japan, US, and Canada."
NMML0672,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,60,Pelagic Invest.,10-Jun-82,F,10+,130.5,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0673,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,65,Pelagic Invest.,10-Jun-82,F,9,127,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0674,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,71,Pelagic Invest.,10-Jun-82,F,5,122,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0675,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,163,Pelagic Invest.,10-Jun-82,F,5,122,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0676,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,177,Pelagic Invest.,10-Jun-82,F,7,124.6,,,G,1,1,,Museum,,n,spec files,,See NMML0671. Skull improperly labelled 477
NMML0677,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,208,Pelagic Invest.,10-Jun-82,F,7,135,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0678,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,211,Pelagic Invest.,10-Jun-82,F,7,124,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0679,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,213,Pelagic Invest.,6/10/1982,F,10,127,,,G,1,1,,Museum,,y,spec files,,See NMML0671
NMML0680,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,216,Pelagic Invest.,10-Jun-82,F,5,122.8,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0681,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,230,Pelagic Invest.,10-Jun-82,F,7,133.3,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0682,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,242,Pelagic Invest.,10-Jun-82,F,9,131,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0683,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,243,Pelagic Invest.,10-Jun-82,F,10+,132,,,G,1,1,,Museum,,y,spec files,,see NMML0671
NMML0684,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,260,Pelagic Invest.,10-Jun-82,F,4,,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0685,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,263,Pelagic Invest.,10-Jun-82,F,9,132,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0686,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,281,Pelagic Invest.,10-Jun-82,F,5,128,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0687,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,309,Pelagic Invest.,10-Jun-82,F,5,120,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0688,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,310,Pelagic Invest.,10-Jun-82,F,7,129,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0689,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,320,Pelagic Invest.,10-Jun-82,F,4,,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0690,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,628,Pelagic Invest.,10-Jun-82,F,10+,139.7,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0691,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,675,Pelagic Invest.,10-Jun-82,F,10,133,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0692,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,694,Pelagic Invest.,10-Jun-82,F,10+,120.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0693,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,700,Pelagic Invest.,10-Jun-82,F,6,121.1,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0694,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,712,Pelagic Invest.,10-Jun-82,F,6,126,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0695,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,720,Pelagic Invest.,10-Jun-82,F,10,130.2,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0696,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,748,Pelagic Invest.,10-Jun-82,F,7,132.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0697,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,767,Pelagic Invest.,10-Jun-82,F,10+,132.5,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0698,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,790,Pelagic Invest.,10-Jun-82,F,5,116.7,,,G,1,1,,Museum,,y,ser files,,See NMML0671.
NMML0699,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,792,Pelagic Invest.,10-Jun-82,F,5,126.7,,,G,1,1,,Museum,,y,spec files,,See NMML0671.  Part of mandible missing.
NMML0700,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,796,Pelagic Invest.,10-Jun-82,F,8,127,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0701,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1033,Pelagic Invest.,10-Jun-82,F,5,131.8,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0702,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1107,Pelagic Invest.,10-Jun-82,F,7,128.8,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0703,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1111,Pelagic Invest,10-Jun-82,F,10+,135,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0704,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1120,Pelagic Invest.,10-Jun-82,F,5,126.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0705,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1123,Pelagic Invest.,10-Jun-82,F,9,130,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0706,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1171,Pelagic Invest.,10-Jun-82,F,5,120.5,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0707,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1270,Pelagic Invest.,10-Jun-82,F,10,119.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0708,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1348,Pelagic Invest.,10-Jun-82,F,4,,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0709,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1363,Pelagic Invest.,10-Jun-82,F,6,130.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0710,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1414,Pelagic Invest.,10-Jun-82,F,5,132.9,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0711,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1424,Pelagic Invest.,10-Jun-82,F,10+,137.2,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0712,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1439,Pelagic Invest.,10-Jun-82,F,6,127,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0713,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1497,Pelagic Invest.,10-Jun-82,F,5,126,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0714,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1558,Pelagic Invest.,10-Jun-82,F,6,125.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0715,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1573,Pelagic Invest.,10-Jun-82,F,10,129.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0716,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1574,Pelagic Invest.,10-Jun-82,F,10+,127.8,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0717,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1580,Pelagic Invest.,10-Jun-82,F,10,112.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0718,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1695,Pelagic Invest.,10-Jun-82,F,9,130.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0719,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1711,Pelagic Invest.,10-Jun-82,F,10+,132.2,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0720,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1724,Pelagic Invest.,10-Jun-82,F,6,120.2,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0721,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1725,Pelagic Invest.,10-Jun-82,F,4,,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0722,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1731,Pelagic Invest.,10-Jun-82,F,9,132.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0723,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1732,Pelagic Invest.,10-Jun-82,F,10,138.5,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0724,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1738,Pelagic Invest.,10-Jun-82,F,6,122.6,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0725,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1744,Pelagic Invest.,10-Jun-82,F,6,130,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0726,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1768,Pelagic Invest.,10-Jun-82,F,7,126,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0727,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,1875,Pelagic Invest.,10-Jun-82,F,4,,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0728,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,2025,Pelagic Invest.,10-Jun-82,F,8,125.4,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
NMML0729,Otariidae,Callorhinus,ursinus,,1952 *,Japan,,,,NW Pacific,,,,,,,"Wilke, F.",,2344,Pelagic Invest.,10-Jun-82,F,9,121.2,,,G,1,1,,Museum,,y,spec files,,See NMML0671.
